Golgi control,Golgi atg7ko,Mito,Mito atg7ko,ER,ER atg7ko,Endosome,Endosome atg7ko,Nucleus,Nucleus atg7ko,Lysosome,Lysosome atg7ko,PM,PM atg7ko
,,0.0660497,0.0541902,0.0962229,-0.0482477,,,0.150413,0.0727205,,,-0.201783,-0.0833266
,,0.110556,0.13537,-0.091666,0.362556,,,0.192155,-0.0495664,,,-0.0365198,-0.226464
,,0.265661,-0.15687,0.0466248,0.0775988,,,0.153737,0.0269212,,,-0.122569,-0.139565
,,0.167555,-0.0191071,-0.298822,0.153657,,,0.259019,0.0985945,,,-0.350485,0.141618
,,0.324073,-0.0286375,-0.135199,0.0647466,,,-0.0270745,0.0928349,,,0.000949997,0.0624178
,,0.378157,0.149421,-0.139536,-0.154734,,,0.0888114,0.279299,,,0.171343,-0.466713
,,0.206291,0.320374,0.0516041,-0.196521,,,0.0215294,0.137714,,,-0.479094,0.0567146
,,0.183542,0.301108,-0.0594717,-0.204337,,,-0.188444,0.164825,,,0.0232335,-0.117781
,,-0.226743,0.134693,-0.025123,0.164325,,,-0.484768,0.0623739,,,-0.185676,-0.0545931
,,0.14947,0.1436,0.0350597,0.161885,,,0.115907,0.184771,,,0.207916,0.00313448
,,0.119981,-0.309654,-0.201705,0.317856,,,0.26744,0.0309646,,,-0.16293,-0.163396
,,0.183568,0.163988,0.00818927,0.0809165,,,0.0946399,0.0371108,,,0.0993331,0.0442599
,,-0.0537405,0.0844048,0.0839775,0.125973,,,0.0349259,-0.0549904,,,0.0101669,0.0620089
,,0.145534,0.00420924,-0.106937,0.00495969,,,0.1192,-0.155728,,,-0.0563924,-0.0984486
,,0.21921,-0.117467,-0.0626158,-0.250237,,,0.103522,-0.183046,,,-0.166034,-0.224153
,,0.387411,0.079786,-0.140372,0.10392,,,-0.12516,0.119318,,,0.169913,0.124284
,,0.261265,0.111626,0.00703319,0.165408,,,-0.542858,0.254747,,,-0.179845,-0.345882
,,0.242757,0.181252,0.0144161,-0.0131323,,,-0.176205,0.0163753,,,0.0433998,0.00405052
,,0.236847,0.156735,-0.106954,0.086924,,,-0.320733,-0.0224009,,,0.164936,0.078527
,,0.213261,0.162123,-0.352587,0.133871,,,0.127914,0.079389,,,-0.19157,0.0208997
,,0.15577,0.199747,0.111801,0.129478,,,-0.283691,0.0618296,,,0.0574445,-0.125854
,,-0.0557296,0.334421,-0.750574,0.0693063,,,-0.396259,-0.227127,,,-0.103835,0.0661108
,,0.171498,-0.0234402,-0.137585,0.0583524,,,-0.117246,-0.072261,,,0.128016,0.0733799
,,-0.138349,-0.0127717,-0.126866,-0.402852,,,-0.0601566,-0.399208,,,0.037309,0.117882
,,0.0782037,0.0507929,-0.150951,0.292453,,,0.125459,-0.135077,,,-0.0504125,0.315956
,,0.306544,-0.123968,-0.114087,-0.587985,,,0.0903287,0.0960489,,,-0.065191,0.210713
,,0.147516,0.044885,0.0453245,0.106529,,,-0.0423266,-0.211328,,,0.0988096,-0.00728066
,,0.194315,0.151334,-0.23388,0.0482589,,,-0.213133,0.110226,,,-0.00434367,-0.0119241
,,0.204167,0.102033,-0.59168,0.0833089,,,-0.225655,-0.107553,,,0.092865,0.0142029
,,0.245428,0.12668,0.00968395,0.0188064,,,0.115388,-0.218404,,,0.171273,0.0788022
,,-0.0177821,0.205978,0.0935977,-0.116617,,,0.00274192,-0.095185,,,0.0429706,0.211886
,,0.190373,0.171227,-0.0513231,0.162105,,,0.328337,-0.101309,,,-0.226057,0.10569
,,0.137195,0.118211,-0.0524127,0.0471646,,,-0.226702,0.125235,,,0.059441,0.112757
,,0.0907648,0.142381,-0.0660569,-0.00220758,,,-0.00633237,0.0130705,,,0.130537,-0.225437
,,0.232671,0.00996635,-0.0255985,-0.512676,,,-0.0877908,-0.0924815,,,-0.0186267,-0.139722
,,0.288437,0.129631,0.0984514,0.133847,,,0.11462,0.00127493,,,0.187589,0.119917
,,0.362696,0.19684,0.236204,0.187426,,,0.40653,-0.225225,,,0.0137862,0.233892
,,-0.103082,0.199918,0.0317,0.177458,,,0.0241491,0.0636566,,,0.0821344,-0.120574
,,0.280435,-0.102555,0.0791504,-0.0100983,,,-0.351109,-0.0485128,,,-0.103584,0.00354273
,,-0.0182625,0.16478,0.245701,0.081295,,,-0.0966839,0.355462,,,-0.344344,0.289797
,,0.0396892,-0.0583224,0.0368271,-0.0143863,,,0.160217,-0.102358,,,-0.468439,0.0958654
,,0.166355,0.0881347,-0.554279,0.243656,,,0.126554,-0.425878,,,-0.457629,-0.213474
,,0.0736844,0.140658,-0.710472,0.236688,,,0.233087,0.147361,,,0.0714409,-0.434785
,,0.124968,0.0437353,0.136488,0.0817891,,,-0.310275,-0.190105,,,0.0783659,0.0830253
,,0.217141,0.0615311,0.0656212,0.120063,,,-0.0687414,0.248809,,,-0.185406,-0.539605
,,0.0836485,0.212276,0.163789,0.424523,,,-0.119826,0.0789689,,,0.239009,-0.374452
,,-0.04941,0.0374818,-0.0292802,0.0876089,,,0.154148,-0.331606,,,-0.340754,-0.36797
,,0.0611985,0.0434312,0.143673,-0.405677,,,-0.230512,-0.172893,,,0.576861,0.0365504
,,0.0920831,0.0343863,-0.179928,-1.02121,,,0.154055,0.127843,,,0.399456,-0.252382
,,0.192061,0.0316967,-0.000692235,0.218059,,,0.103727,0.11191,,,0.326522,0.239584
,,0.233738,0.125893,-0.0181613,0.170749,,,-0.175603,0.126272,,,0.0501234,-0.345691
,,0.139433,0.204654,-0.0399106,0.0655865,,,0.0439052,-0.195263,,,-0.286501,0.22555
,,0.0103142,0.119448,-0.764842,0.0685936,,,-0.0156826,-0.281193,,,-0.0312882,0.513055
,,0.245115,-0.012829,-0.0215713,0.278291,,,0.112714,-0.105861,,,0.390736,0.00364145
,,0.17682,0.149266,-0.00487238,-0.0211128,,,-0.0597205,-0.161353,,,-0.0613734,0.0236785
,,0.383301,0.0856933,-0.140104,0.125071,,,0.215154,-0.434699,,,0.466629,-0.359003
,,0.193919,0.109827,-0.0755505,0.0393083,,,0.165238,0.103122,,,0.298857,-0.157496
,,0.0600941,0.119392,-0.161214,0.0123615,,,0.216154,0.0886526,,,0.101532,0.558893
,,-0.0351681,-0.0493976,0.184119,-0.491188,,,-0.0517615,-0.297207,,,0.0207354,-0.0881132
,,0.203851,-0.0102907,-0.208546,0.018645,,,-0.0505896,0.0806853,,,0.108639,0.548805
,,0.165356,0.121597,-0.109748,0.100211,,,-0.132443,-0.110626,,,0.367564,0.160457
,,0.0892319,0.0739374,0.0462889,-0.04963,,,-0.0133967,-0.000232916,,,0.000945168,-0.107868
,,0.0203659,-0.268813,-0.066381,-0.034931,,,0.151521,0.153963,,,0.0817805,0.417952
,,0.187808,-0.0300884,0.0520758,0.0126189,,,-0.318197,0.0604435,,,-0.0401701,0.0291229
,,0.174039,0.060528,-0.739471,0.299934,,,0.246514,0.0897283,,,0.531441,0.186056
,,0.0573563,0.101553,-0.0869477,-0.165296,,,0.0625042,0.108659,,,0.0512384,-0.633704
,,-0.0424729,0.00945772,-0.243921,-0.0728078,,,-0.0413575,-0.0281512,,,-0.11935,-0.0102621
,,0.0857985,0.0739743,0.049653,0.135989,,,0.292697,-0.215788,,,-0.383946,0.0349837
,,0.0166773,0.0523056,-0.0600535,0.0295812,,,0.129057,0.0110813,,,0.0555723,0.0279329
,,0.0995479,-0.00589195,0.0568962,0.207823,,,0.225813,0.18466,,,0.0801288,0.247749
,,0.0419903,-0.0143515,-0.100081,0.160079,,,-0.0603037,-0.411789,,,-0.245577,-0.186721
,,0.134927,-0.0195956,0.2184,-0.259531,,,-0.315537,-0.0999503,,,0.168763,-0.0775984
,,0.00577614,0.015595,-0.202298,0.0205022,,,0.177647,0.23864,,,-0.314345,-0.299173
,,0.150405,-0.113491,0.0972679,0.312604,,,0.0882239,-0.0312181,,,-1.27243,0.133827
,,0.0652226,-0.134406,-0.0259951,0.137141,,,0.278169,0.0788969,,,0.0441477,0.0124837
,,0.0700648,-0.0773548,0.193361,0.111662,,,0.12774,0.0272318,,,-0.330051,-0.251449
,,0.0704058,-0.0511174,-0.00566234,0.0366762,,,0.077594,-0.0858222,,,0.186979,0.160065
,,0.163407,-0.115016,0.141366,-0.0900544,,,0.0230782,0.118358,,,-0.00699912,-0.0398491
,,0.0746447,0.0417451,-0.10191,0.0591925,,,-0.430061,-0.0120521,,,-0.0313187,0.0895512
,,-0.0436531,-0.041385,-0.16809,0.168029,,,-0.00847393,0.238959,,,0.19844,-0.251161
,,0.173037,-0.102184,-0.000252858,-0.17305,,,0.0641645,0.0660462,,,0.101127,-0.486481
,,0.0718476,0.102416,0.0738588,0.190899,,,0.038595,0.0660681,,,0.125626,0.0870655
,,0.0964405,-0.0667512,-0.114153,0.0467966,,,0.0440094,-0.0411064,,,0.0827088,-0.112425
,,-0.0131094,-0.0065552,0.0195255,0.102339,,,-0.200197,-0.202904,,,0.151706,-0.10447
,,-0.0667079,0.15118,-0.17878,0.143978,,,-0.399923,0.168162,,,-0.217093,0.098072
,,0.114181,-0.167915,-0.0345278,0.21336,,,-0.121349,0.0207972,,,-1.14111,0.106846
,,0.0156934,-0.0346583,-0.0552716,-0.000148952,,,0.201585,0.139571,,,-0.0287611,0.0392906
,,0.0280151,-0.142687,0.0982753,-0.0220345,,,0.174474,-0.0773362,,,-0.00633093,0.115884
,,0.0609323,-0.000322867,-0.0187897,-0.0192749,,,-0.137918,0.0534434,,,-0.116948,0.285264
,,0.207436,-0.00393504,-0.00612532,0.0314512,,,0.170497,0.0747712,,,-0.101207,-0.207317
,,0.244223,0.107701,-0.0718878,0.0482333,,,0.352392,-0.311161,,,0.133743,-0.0684593
,,0.111903,0.159607,-0.0495091,0.12317,,,-0.145945,0.0787068,,,,0.110896
,,0.165432,-0.0286628,0.124201,-0.00452547,,,-1.17548,0.0943557,,,,0.0675217
,,0.137089,0.043498,0.0463404,0.0447783,,,0.0596028,-0.0113426,,,,-0.244872
,,0.0277596,0.069707,-0.189058,0.109523,,,-0.00327392,-0.116009,,,,-0.278845
,,0.103358,-0.000856108,0.00601491,0.100743,,,0.107314,-0.284353,,,,0.276158
,,0.0179464,0.0330183,-0.118136,0.190452,,,0.252531,-0.106308,,,,
,,0.0723692,0.0595024,-0.188254,0.139619,,,0.198795,0.137589,,,,
,,0.162065,0.084907,-0.145456,0.0138585,,,0.0982335,0.0588672,,,,
,,-0.00382419,0.117141,-0.0461077,0.112662,,,0.216168,-0.11498,,,,
,,0.231261,-0.0406231,-0.0100548,0.154134,,,0.517206,0.179968,,,,
,,0.0655914,0.00314383,0.0392169,0.109769,,,0.0501911,0.171583,,,,
,,0.0206188,-0.0231083,-0.253702,0.0301665,,,0.0360274,-0.143073,,,,
,,-0.0418016,-0.124757,-0.214653,0.0819706,,,-0.0139345,-1.39523,,,,
,,0.0674958,0.0474356,0.0731865,0.103324,,,-0.0168808,-0.0154215,,,,
,,0.00510888,-0.0107001,-0.400905,-0.0222411,,,-0.087539,0.037882,,,,
,,-0.00110953,-0.161578,-0.929707,0.0632036,,,-0.16154,0.0101894,,,,
,,-0.122979,-0.091654,-0.280444,0.0102192,,,-0.0534817,0.202474,,,,
,,0.00907406,-0.0505477,0.00838684,0.0653951,,,-0.0303214,-0.0282235,,,,
,,-0.0309783,-0.152664,0.0670073,0.105458,,,-0.0479759,0.162772,,,,
,,0.257326,-0.0474637,-0.193242,-0.474814,,,-0.0783614,0.39922,,,,
,,0.0408224,-0.0342063,-0.371754,-0.354943,,,-0.0458078,0.0441308,,,,
,,-0.0439669,0.0128299,0.0785111,0.20702,,,0.185952,-0.015586,,,,
,,0.0189482,0.00167739,0.100472,-0.332129,,,0.0122595,-0.0505904,,,,
,,0.0859862,0.204046,0.303345,-0.823163,,,0.064416,-0.0545864,,,,
,,0.0329847,0.158253,0.100717,-0.0884054,,,0.159102,-0.0779674,,,,
,,0.209283,-0.172681,-0.0650022,0.212992,,,0.176615,-0.0183894,,,,
,,0.0636962,0.0477678,-0.0649903,0.0676439,,,-0.0442321,0.519661,,,,
,,0.00220232,-0.0887915,0.0420635,-0.200247,,,-0.0956725,-0.00832403,,,,
,,-0.0813877,-0.00154274,-0.219807,0.0619937,,,-0.554698,-0.117814,,,,
,,0.0808349,0.156753,0.0702617,0.113296,,,0.185979,-0.0801751,,,,
,,0.215538,-0.0213858,0.0547945,0.142013,,,0.382782,0.132779,,,,
,,0.0890389,0.0336585,0.0980141,0.153152,,,-0.497346,-0.0575444,,,,
,,0.142954,-0.0254412,-0.374923,0.200982,,,-0.427197,0.0179845,,,,
,,0.0355735,-0.181282,-0.0654185,0.0633726,,,0.00995073,0.0652729,,,,
,,-0.208821,0.0910362,-0.0133025,0.026073,,,0.146167,0.178316,,,,
,,0.209827,-0.101748,-0.0624595,-0.0261827,,,-0.305597,0.13612,,,,
,,0.0565724,0.0215712,-0.193985,0.0749981,,,-0.00203761,0.0181632,,,,
,,0.0641783,-0.168618,-0.630778,-0.0464023,,,-0.309079,-0.069428,,,,
,,0.0297222,0.0215246,0.117894,0.217438,,,0.188796,0.0976219,,,,
,,0.0281917,0.0781393,0.0600344,0.33659,,,-0.184104,0.408888,,,,
,,0.0887596,-0.0282916,0.0229729,0.174476,,,0.17605,-0.398761,,,,
,,0.0622808,0.0791987,-0.241339,0.075865,,,0.0230392,-0.918921,,,,
,,0.188657,0.110481,0.099616,0.0732419,,,-0.0711547,-0.532654,,,,
,,0.182055,-0.00956863,-0.13644,-0.0519426,,,-0.00401669,-0.410097,,,,
,,0.136743,0.160354,-0.108571,0.0603286,,,-0.00447992,-0.0479764,,,,
,,0.122571,0.121366,0.0876068,0.11947,,,-0.0156911,0.0337678,,,,
,,0.210723,0.160257,0.0209484,-0.0941182,,,-0.109836,-0.4105,,,,
,,0.194137,0.0577739,-0.0500591,-0.328217,,,0.0981804,-0.0201684,,,,
,,0.176233,0.190774,-0.0282299,0.10266,,,-0.0176711,-0.0351536,,,,
,,0.263755,-0.102119,-0.171389,0.0700996,,,-0.0186487,0.0934432,,,,
,,-0.0299754,0.190843,0.0839862,0.0742939,,,-0.45013,0.0599094,,,,
,,0.302785,-0.099954,-0.150282,-0.101018,,,0.056962,0.136515,,,,
,,-0.0904382,0.0541853,-0.206534,0.12304,,,0.222787,-0.0713895,,,,
,,0.0689447,0.0830474,-0.112027,0.207595,,,0.369468,0.00752416,,,,
,,0.107266,0.109634,-0.0393995,0.13931,,,0.31004,0.0280661,,,,
,,0.205632,-0.0462983,-0.874554,0.189786,,,0.264957,-0.0219074,,,,
,,-0.00233312,-0.306735,-0.126036,-0.0599108,,,-0.204399,-0.0723578,,,,
,,-0.200715,0.0282295,0.0141262,0.101019,,,-0.102199,0.0926688,,,,
,,0.208908,0.039968,-0.390759,0.0255374,,,-0.564233,0.0877756,,,,
,,0.155799,0.07795,-0.491215,0.0757967,,,-0.214435,-0.0120046,,,,
,,0.125775,0.0713388,0.154975,-0.282317,,,0.1033,-0.124138,,,,
,,0.32783,0.237326,0.048168,-0.336616,,,-0.173881,-0.472539,,,,
,,0.30006,-0.0331912,-0.219926,0.115177,,,0.311672,0.0929919,,,,
,,0.220748,0.00995958,-0.120344,0.012432,,,-0.145656,0.0991377,,,,
,,0.0397959,-0.268777,0.0288595,-0.217675,,,0.201352,0.156253,,,,
,,0.129331,0.108619,-0.180389,0.0896633,,,0.194305,0.257082,,,,
,,-0.13019,0.0463841,-0.0394895,-0.267863,,,0.0758463,0.273062,,,,
,,0.192431,0.0757066,-0.170662,-0.366405,,,-0.168437,0.130705,,,,
,,0.0730989,-0.214513,-0.00479861,0.201303,,,-0.23025,-0.0856915,,,,
,,0.141439,-0.0735663,0.0452927,0.167308,,,-0.120591,-0.0534475,,,,
,,-0.0566088,0.154677,-0.169787,-0.222385,,,0.0033682,-0.134551,,,,
,,-0.0501219,0.161486,0.0663012,-0.179175,,,-0.228284,-1.14786,,,,
,,0.199678,0.0879805,-0.248746,0.120663,,,-0.0164573,-0.0614406,,,,
,,0.210859,0.254744,0.0212537,-0.215817,,,-0.068208,0.297521,,,,
,,0.186717,0.0660027,0.037343,0.199653,,,0.0785012,-0.0124849,,,,
,,0.470481,0.212575,0.0221713,-0.0460994,,,0.318414,0.176119,,,,
,,0.087373,0.15634,-0.183897,0.076382,,,-0.0059653,0.172281,,,,
,,0.263471,0.226402,-0.156008,0.158757,,,-0.0566825,0.127258,,,,
,,0.293418,0.279541,-0.0897941,-0.036162,,,-0.14768,-0.0717518,,,,
,,0.281268,0.155384,-0.0385046,0.222225,,,-0.0875841,-0.0841798,,,,
,,0.43042,-0.0137729,-0.470028,-0.024288,,,0.000451791,-0.202665,,,,
,,0.283118,0.1375,-0.180741,0.129126,,,0.044806,-0.0890948,,,,
,,-0.0388935,0.104785,-0.0448145,0.187021,,,0.160168,-0.0771268,,,,
,,0.154957,-0.032692,-0.265996,0.256582,,,-0.205319,-0.27352,,,,
,,0.171069,0.129104,-0.0608775,-0.0713996,,,0.00204611,-0.0865104,,,,
,,0.131828,-0.151212,0.0132916,-0.342873,,,0.144482,-0.00378746,,,,
,,0.164191,0.365581,-0.00981085,0.0125444,,,-0.0448465,0.0794922,,,,
,,-0.0173012,0.049951,0.0839325,0.0123893,,,0.123546,0.356765,,,,
,,0.250386,0.172477,-0.254305,0.0343354,,,-0.279319,-0.00923849,,,,
,,0.0907744,0.113562,0.0453343,-0.373411,,,0.42927,-0.172685,,,,
,,0.218556,0.125221,-0.353815,0.0105992,,,-0.00538563,-0.0312161,,,,
,,0.151123,0.169558,-0.154776,0.0760994,,,-0.0229355,0.0333847,,,,
,,0.233087,0.145961,-0.812233,-0.267271,,,0.179394,0.115504,,,,
,,0.250865,0.255923,,0.0229927,,,0.202974,-0.197425,,,,
,,0.221418,0.108344,,0.117891,,,-0.202871,-0.0189907,,,,
,,0.282046,0.0173753,,0.224403,,,-0.348338,-0.0393043,,,,
,,0.191258,0.0523509,,0.0830486,,,0.123595,0.12861,,,,
,,0.152722,0.0414805,,0.153556,,,-0.00750319,-0.0411397,,,,
,,0.170148,0.0996286,,0.0688052,,,-0.348061,0.0484365,,,,
,,0.13849,0.158149,,-0.409908,,,0.0700136,-0.200136,,,,
,,0.0901324,0.0459412,,0.122544,,,-0.161184,0.128133,,,,
,,0.261877,-0.0328683,,-0.757746,,,0.181945,0.125636,,,,
,,0.153039,-0.149578,,,,,0.00809218,-0.207281,,,,
,,-0.0632383,-0.00871935,,,,,0.181093,0.0424647,,,,
,,-0.0740394,0.0902238,,,,,0.111914,0.206056,,,,
,,0.0357626,-0.604196,,,,,-0.0667833,-0.0546166,,,,
,,0.16393,0.234851,,,,,0.0494399,-0.485515,,,,
,,-0.355057,-0.0340862,,,,,-0.223496,-0.0510649,,,,
,,0.218938,0.197636,,,,,-0.088341,-0.031623,,,,
,,0.013768,0.14909,,,,,0.144534,-0.101539,,,,
,,0.276294,-0.0794522,,,,,-0.22403,-0.356237,,,,
,,0.152458,0.0372738,,,,,-0.0950392,-0.0904592,,,,
,,0.0756875,0.208662,,,,,0.15207,-0.214645,,,,
,,0.208086,0.104317,,,,,0.0349282,-0.000363078,,,,
,,0.265413,0.0892743,,,,,-0.163988,-0.183333,,,,
,,0.211973,0.243736,,,,,0.228195,0.0154209,,,,
,,0.175809,0.116156,,,,,-0.0794612,-0.228243,,,,
,,0.23251,0.0607799,,,,,-0.465764,0.0643093,,,,
,,0.0921706,-0.0616611,,,,,-0.258892,0.016435,,,,
,,0.179889,0.0930411,,,,,-0.157735,0.141164,,,,
,,0.0263664,0.194594,,,,,0.0979807,-0.221577,,,,
,,0.147186,-0.170665,,,,,-0.0453944,0.539926,,,,
,,0.233549,0.0901058,,,,,-0.0886113,0.125544,,,,
,,-0.0979561,0.0653784,,,,,-0.0437129,-0.0760458,,,,
,,0.155923,-0.148178,,,,,0.0926388,-0.190886,,,,
,,0.104023,0.305451,,,,,-0.142436,0.00732302,,,,
,,-0.0610712,0.119696,,,,,-0.0392052,-0.0498557,,,,
,,0.211424,0.0612953,,,,,0.231543,0.169925,,,,
,,0.158947,0.130096,,,,,-0.0575633,0.0275189,,,,
,,0.183874,0.149384,,,,,-0.0427882,-0.316169,,,,
,,0.233016,0.19632,,,,,-0.10385,0.0773664,,,,
,,0.156591,-0.189779,,,,,-0.163768,-0.478079,,,,
,,0.158113,0.18155,,,,,0.00382288,-0.139692,,,,
,,-0.11282,0.17202,,,,,-0.608471,0.00855604,,,,
,,0.229998,0.112205,,,,,-0.140406,-0.34067,,,,
,,0.240144,-0.052305,,,,,-0.0695975,-0.0286204,,,,
,,0.192094,0.206544,,,,,-0.136969,-0.0312135,,,,
,,0.0835395,0.0398194,,,,,0.0555522,-0.0557432,,,,
,,0.363504,0.0838281,,,,,0.20536,-0.319362,,,,
,,0.0399643,0.166728,,,,,-0.252999,-0.11324,,,,
,,0.147242,-0.0874915,,,,,-0.162383,0.0647773,,,,
,,0.0582977,-0.0795266,,,,,-0.029314,-0.242995,,,,
,,0.0121905,0.176572,,,,,0.139974,-0.0996694,,,,
,,0.249048,0.0348863,,,,,0.0608294,0.25928,,,,
,,0.0734926,0.0207252,,,,,0.11663,-0.0162626,,,,
,,0.138585,0.201045,,,,,0.227006,0.244034,,,,
,,0.0714062,-0.0177821,,,,,0.186659,-0.0392184,,,,
,,-0.00197899,0.0633325,,,,,0.0445411,-0.0184058,,,,
,,0.175277,0.158657,,,,,0.0320858,0.225362,,,,
,,0.164405,0.0623321,,,,,0.0711093,-0.330436,,,,
,,0.109288,0.0699676,,,,,0.125742,0.0997294,,,,
,,0.111818,0.321854,,,,,-0.077138,-0.124765,,,,
,,0.267958,-0.0088186,,,,,-0.22783,-0.239761,,,,
,,-0.0718341,-0.00699461,,,,,,-0.168493,,,,
,,-0.0197295,-0.0297104,,,,,,-0.151395,,,,
,,0.0178368,-0.122499,,,,,,-0.103517,,,,
,,-0.0590869,-0.0198609,,,,,,-0.149629,,,,
,,-0.22461,-0.242241,,,,,,0.0502863,,,,
,,-0.180403,-0.175767,,,,,,0.158937,,,,
,,0.354819,0.255655,,,,,,-0.284782,,,,
,,0.0236405,0.00532674,,,,,,-0.1708,,,,
,,0.127306,0.149858,,,,,,-0.0484444,,,,
,,0.0776443,0.120872,,,,,,0.126141,,,,
,,0.0700127,0.000996492,,,,,,-0.0772987,,,,
,,0.202372,0.149299,,,,,,0.149094,,,,
,,0.117604,0.140271,,,,,,0.18473,,,,
,,-0.120404,0.0753868,,,,,,0.148821,,,,
,,0.215922,-0.183975,,,,,,0.0674871,,,,
,,0.0903703,0.161591,,,,,,0.0384481,,,,
,,0.152794,-0.0165414,,,,,,0.0654539,,,,
,,0.0781302,0.112347,,,,,,0.156783,,,,
,,0.203166,0.0480294,,,,,,-0.0836326,,,,
,,-0.100217,0.167944,,,,,,-0.207583,,,,
,,0.267999,-0.0879141,,,,,,,,,,
,,0.13607,0.156198,,,,,,,,,,
,,0.150754,0.0864304,,,,,,,,,,
,,0.166184,0.117744,,,,,,,,,,
,,,0.111561,,,,,,,,,,
